TimeStamp,DualFuel,Hydro,NaturalGas,Nuclear,OtherFossilFuels,OtherRenewables,Wind,Total
04/16/2019 12:00:00,2860.14285714286,3703.42857142857,1749.85714285714,4773.35714285714,0,183,987.357142857143,14257.1428571429
04/16/2019 13:00:00,2864.16666666667,3857.5,1728.5,4772,1.75,183.083333333333,978.083333333333,14385.0833333333
04/16/2019 14:00:00,2762.5,3820.75,1729,4771.16666666667,0.25,180.833333333333,875.916666666667,14140.4166666667
04/16/2019 15:00:00,2804.75,3932.08333333333,1817.41666666667,4770.41666666667,0,176.583333333333,807.833333333333,14309.0833333333
04/16/2019 16:00:00,2729.91666666667,3936.58333333333,1864.08333333333,4769.16666666667,0.0833333333333333,170.25,800.75,14270.8333333333
04/16/2019 17:00:00,3041.5,4048.16666666667,1948.33333333333,4769.5,123.25,160.75,689.666666666667,14781.1666666667
04/16/2019 18:00:00,3074,3913.33333333333,1982.33333333333,4772.5,153.5,149,614.833333333333,14659.5
04/16/2019 19:00:00,3034.66666666667,4033.75,1941.91666666667,4774.33333333333,71.75,147.5,458.916666666667,14462.8333333333
04/16/2019 20:00:00,3263.91666666667,4003,1879.75,4775.66666666667,0,153.166666666667,354.75,14430.25
04/16/2019 21:00:00,2908.5,3708.91666666667,1874.25,4775.33333333333,0,164.416666666667,354.5,13785.9166666667
04/16/2019 22:00:00,2541.33333333333,3310.08333333333,1802.75,4775,0,169.333333333333,385.916666666667,12984.4166666667
04/16/2019 23:00:00,2560.08333333333,2862.25,1707.5,4773.75,0,170.166666666667,289.833333333333,12363.5833333333
04/17/2019 00:00:00,2322.66666666667,2758.83333333333,1381.91666666667,4768.75,0,170.5,123.583333333333,11526.25
04/17/2019 01:00:00,2209.66666666667,2721.16666666667,1314.16666666667,4771.25,0,173,76.3333333333333,11265.5833333333
04/17/2019 02:00:00,2168,2640.08333333333,1293.91666666667,4769.83333333333,0,169.833333333333,87.1666666666667,11128.8333333333
04/17/2019 03:00:00,2238.5,2690.5,1290.5,4768,0,172.416666666667,76.5,11236.4166666667
04/17/2019 04:00:00,2287.25,2672.33333333333,1289.25,4771.5,0,172.666666666667,90.0833333333333,11283.0833333333
04/17/2019 05:00:00,2111.58333333333,2983.58333333333,1372.5,4772,0,171.75,84.8333333333333,11496.25
04/17/2019 06:00:00,2315.25,3684.83333333333,1915.91666666667,4773.41666666667,0,168.583333333333,78.4166666666667,12936.4166666667
04/17/2019 07:00:00,3074.5,4046.16666666667,1933.08333333333,4776.58333333333,0,172.916666666667,91.4166666666667,14094.6666666667
04/17/2019 08:00:00,3358.25,3830.66666666667,1949.83333333333,4773.41666666667,0,182.166666666667,75.4166666666667,14169.75
04/17/2019 09:00:00,3045.16666666667,3566.58333333333,1898.58333333333,4775,0,191.416666666667,67.9166666666667,13544.6666666667
04/17/2019 10:00:00,2344.41666666667,3536.16666666667,1867.58333333333,4775.08333333333,0,198.083333333333,64.1666666666667,12785.5
04/17/2019 11:00:00,2256.25,3516.91666666667,1814.83333333333,4776.16666666667,0,199.833333333333,61.3333333333333,12625.3333333333
04/17/2019 12:00:00,2140.38461538462,3482.07692307692,1803.61538461538,4781.61538461538,1.61538461538462,198.384615384615,53.3076923076923,12461
04/17/2019 13:00:00,2211.25,3152.33333333333,1800.5,4785.5,2,197.5,52.8333333333333,12201.9166666667
04/17/2019 14:00:00,2081.08333333333,3339.75,1799.41666666667,4786.41666666667,0.5,195.166666666667,46.9166666666667,12249.25
04/17/2019 15:00:00,1938.45454545455,3373.81818181818,1790.63636363636,4785.18181818182,0,194,46.9090909090909,12129
04/17/2019 16:00:00,2162.14285714286,3342.14285714286,1885.28571428571,4785,0,188,63,12425.5714285714
04/17/2019 17:00:00,2259.42857142857,3362.42857142857,1912.57142857143,4784.57142857143,0,182.285714285714,89.5714285714286,12590.8571428571
04/17/2019 18:00:00,2339.33333333333,3471.88888888889,1916.88888888889,4786.33333333333,9,167.444444444444,128.222222222222,12819.1111111111
04/17/2019 19:00:00,2600,3503.66666666667,1930.44444444444,4787.22222222222,51.4444444444444,166.333333333333,161,13200.1111111111
04/17/2019 20:00:00,2892.66666666667,3359.44444444444,1944.66666666667,4786.11111111111,3.11111111111111,165.444444444444,300.666666666667,13452.1111111111
04/17/2019 21:00:00,2529.14285714286,3253.42857142857,1936.71428571429,4787.57142857143,0,169,483.571428571429,13159.4285714286
04/17/2019 22:00:00,2015.875,3405,1777,4786.875,0,168.75,714.375,12867.875
04/17/2019 23:00:00,1493.5,3004.25,1668.5,4786.625,0,168.875,986.375,12108.125
04/18/2019 00:00:00,1421,2713.90909090909,1541.63636363636,4787,0,170.090909090909,1091.36363636364,11725
04/18/2019 01:00:00,1493.41666666667,2602,1530.91666666667,4787.33333333333,0,171.416666666667,1165.75,11750.8333333333
04/18/2019 02:00:00,1475.83333333333,2528.08333333333,1520.58333333333,4788.83333333333,0,169.916666666667,1255.66666666667,11738.9166666667
04/18/2019 03:00:00,1369.25,2528.5,1517.58333333333,4767.66666666667,0,170.416666666667,1376.33333333333,11729.75
04/18/2019 04:00:00,1390.91666666667,2404.25,1453.25,4767.08333333333,0,170.916666666667,1451.25,11637.6666666667
04/18/2019 05:00:00,1538.08333333333,2513.41666666667,1499.16666666667,4767.75,0,168.666666666667,1366.41666666667,11853.5
04/18/2019 06:00:00,1909.16666666667,2988.25,1733.66666666667,4769.16666666667,0,168.416666666667,1421.33333333333,12990
04/18/2019 07:00:00,2127.66666666667,3537.66666666667,1889.75,4771.16666666667,0,166.833333333333,1372.08333333333,13865.1666666667
04/18/2019 08:00:00,2443.91666666667,3434.66666666667,1922,4775.66666666667,0,162.75,1399.91666666667,14138.9166666667
04/18/2019 09:00:00,2459.66666666667,3319.91666666667,1949.91666666667,4773.58333333333,0,159.166666666667,1441.5,14103.75
04/18/2019 10:00:00,2585.08333333333,3311.75,1965.25,4768.75,0,161.583333333333,1409.25,14201.6666666667
04/18/2019 11:00:00,2483.16666666667,3595.41666666667,1959.58333333333,4770.66666666667,0,164.083333333333,1304.91666666667,14277.8333333333
04/18/2019 12:00:00,2632.58333333333,3268,1968.66666666667,4773.66666666667,0,165.75,1353.25,14161.9166666667
04/18/2019 13:00:00,2453.91666666667,3442.83333333333,1925.91666666667,4767.58333333333,0.333333333333333,166.5,1406.33333333333,14163.4166666667
04/18/2019 14:00:00,2365.58333333333,3645.33333333333,1937.25,4765.58333333333,2.5,168.333333333333,1439.75,14324.3333333333
04/18/2019 15:00:00,2399.83333333333,3671,1877.91666666667,4762.08333333333,1.66666666666667,173.083333333333,1383.5,14269.0833333333
04/18/2019 16:00:00,2579.75,3661.0625,1918.75,4759.5625,0.4375,172.875,1193.3125,14285.75
04/18/2019 17:00:00,2429.33333333333,3454.25,1903,4773.75,0.916666666666667,172.083333333333,1041.58333333333,13774.9166666667
04/18/2019 18:00:00,2510.5,3571.5,1907,4777.25,2.41666666666667,171.5,1025.41666666667,13965.5833333333
04/18/2019 19:00:00,2380.33333333333,3637.25,1926.16666666667,4778.66666666667,2.16666666666667,171.75,1143.83333333333,14040.1666666667
04/18/2019 20:00:00,2602.25,3723.08333333333,1932.75,4776.25,1,172.666666666667,1350.91666666667,14558.9166666667
04/18/2019 21:00:00,2330.16666666667,3783.91666666667,1850.33333333333,4775.75,0.75,172,1415.33333333333,14328.25
04/18/2019 22:00:00,2207.41666666667,3313.25,1774.91666666667,4775.75,0.916666666666667,170.916666666667,1490.91666666667,13734.0833333333
04/18/2019 23:00:00,2000.66666666667,3129.75,1716.5,4774.25,2.5,171.916666666667,1352.16666666667,13147.75
04/19/2019 00:00:00,1737.18181818182,2635,1466.09090909091,4773.72727272727,2.54545454545455,173.272727272727,1198.45454545455,11986.2727272727
04/19/2019 01:00:00,1661.75,2772.58333333333,1413.91666666667,4777.91666666667,1.75,173.833333333333,1134.58333333333,11936.3333333333
04/19/2019 02:00:00,1639.66666666667,2860.58333333333,1402.83333333333,4778,0.75,173.5,888.083333333333,11743.4166666667
04/19/2019 03:00:00,1645.91666666667,2955.91666666667,1347.33333333333,4776.16666666667,0,174.416666666667,732.416666666667,11632.1666666667
04/19/2019 04:00:00,1688.83333333333,2871.58333333333,1346.33333333333,4775.08333333333,0,174.5,696.75,11553.0833333333
04/19/2019 05:00:00,1737.25,2846.41666666667,1390,4775,0,173.5,675.916666666667,11598.0833333333
04/19/2019 06:00:00,1900.58333333333,3283.41666666667,1679.41666666667,4775.91666666667,0,173.5,528.833333333333,12341.6666666667
04/19/2019 07:00:00,2117.41666666667,3271.5,1764.41666666667,4776.16666666667,0,174.833333333333,492.5,12596.8333333333
04/19/2019 08:00:00,2063.41666666667,3229.33333333333,1817,4776.33333333333,0,179.333333333333,427.25,12492.6666666667
04/19/2019 09:00:00,2007.28571428571,3307.85714285714,1832.07142857143,4774.21428571429,0,179.928571428571,521.928571428571,12623.2857142857
04/19/2019 10:00:00,2356,3583.16666666667,1912.5,4773,5.91666666666667,183.416666666667,552.333333333333,13366.3333333333
04/19/2019 11:00:00,2204.16666666667,3559.16666666667,1928.91666666667,4780.25,0,183.166666666667,524.666666666667,13180.3333333333
04/19/2019 12:00:00,2188.16666666667,3589.16666666667,1923.41666666667,4779.33333333333,0,185.833333333333,519.833333333333,13185.75
04/19/2019 13:00:00,2213.5,3569.41666666667,1916.66666666667,4772.91666666667,0,182.833333333333,533.666666666667,13189
04/19/2019 14:00:00,2383.33333333333,3519.08333333333,1844,4770.66666666667,0,182.333333333333,560.75,13260.1666666667
