NYISOName,PTID,Zone,UnitType,FuelType,Latitude,Longitude,maxPower,minPower,maxRampAgc,maxRamp10,maxRamp30,maxRamp60,HeatRateLM_1,HeatRateLM_0,HeatRateLM_R2,HeatRateQM_2,HeatRateQM_1,HeatRateQM_0,HeatRateQM_R2,useQM
"Northport 4",23650,K,Steam Turbine,Natural Gas,40.9231,-73.3417,413,109,3.75,37.5,112.5,225,9.34572932052,200.942965907378,0.990051782771868,-0.000199239496147718,9.44458701373818,190.613550342153,0.990050132084394,1
"Athens 1",23668,F,Combined Cycle,Natural Gas,42.2728,-73.8492,390,271,3.525,35.25,105.75,211.5,6.33429453406031,155.269698066292,0.979040044331941,-0.00324050846162031,8.41297341967469,-175.588257585939,0.979303752968811,1
"Athens 2",23670,F,Combined Cycle,Natural Gas,42.2728,-73.8492,378,132,3.4,34,102,204,5.70156113971616,362.253449353448,0.941696861999306,0.012611925793576,-1.41331767242277,1350.58468732981,0.969715686089681,1
"Athens 3",23677,F,Combined Cycle,Natural Gas,42.2728,-73.8492,392,269.45,2.53333333333333,25.3333333333333,76,152,7.10047055927877,-5.98335981807296,0.972356790050651,0.00148724143412571,6.12785775713464,151.786003941503,0.972386374878486,1
"Glenwood GT 02",23688,K,Combustion Turbine,Fuel Oil 2,40.8269,-73.6479,64,6.45,0.866666666666667,8.66666666666667,26,52,13.8035772863306,11.8150841462941,0.975660022024223,-0.0173261278279202,14.9255886103274,0.537494142271354,0.974314670210727,1
"Glenwood GT 03",23689,K,Combustion Turbine,Fuel Oil 2,40.8269,-73.6479,64,7.2,0.775,7.75,23.25,46.5,14.2199632703034,8.91809277649299,0.980120663633208,-0.0410631612914305,17.0706368033317,-25.930552033128,0.980119772971111,1
"Holtsville 01",23690,K,Jet Engine,Fuel Oil 2,40.8153,-73.0664,17,1,0.216666666666667,2.16666666666667,6.5,13,17.2015324305061,2.20291602029265,0.993935360119656,-0.013600620976049,17.4300965369731,1.49213631169011,0.993820656936832,1
"Holtsville 02",23691,K,Jet Engine,Fuel Oil 2,40.8153,-73.0664,17,1,0.216666666666667,2.16666666666667,6.5,13,17.1923224693838,2.31864480778884,0.993814300859534,-0.0134787332036513,17.4189057739615,1.61338595967386,0.99369438534143,1
"Holtsville 03",23692,K,Jet Engine,Fuel Oil 2,40.8153,-73.0664,15,1,0.225,2.25,6.75,13.5,17.1706643761735,0.619308058008046,0.998735442857969,0.0565890325536638,16.3213631717284,2.41580580818081,0.998825155814502,1
"Holtsville 04",23693,K,Jet Engine,Fuel Oil 2,40.8153,-73.0664,15,1,0.225,2.25,6.75,13.5,17.1706643761735,0.619308058008046,0.998735442857969,0.0565890325536638,16.3213631717284,2.41580580818081,0.998825155814502,1
"Holtsville 05",23694,K,Jet Engine,Fuel Oil 2,40.8153,-73.0664,16,1,0.175,1.75,5.25,10.5,17.2246875765744,1.78441558441559,0.972452572892375,-0.0436036524497011,17.8946708918845,-0.151133559390621,0.972168240619402,1
"Holtsville 06",23695,K,Jet Engine,Fuel Oil 2,40.8153,-73.0664,16,1,0.175,1.75,5.25,10.5,17.2246875765744,1.78441558441559,0.972452572892375,-0.0436036524497011,17.8946708918845,-0.151133559390621,0.972168240619402,1
"Holtsville 07",23696,K,Jet Engine,Fuel Oil 2,40.8153,-73.0664,16,1,0.208333333333333,2.08333333333333,6.25,12.5,18.0108013711081,-1.11710509231606,0.975829726320079,0.113811427220299,16.2438648512388,2.70070099228166,0.976064106184937,1
"Holtsville 08",23697,K,Jet Engine,Fuel Oil 2,40.8153,-73.0664,16,1,0.208333333333333,2.08333333333333,6.25,12.5,18.0138356661692,-1.15237115619914,0.975317272911123,0.114688941419428,16.225972422297,2.77975260873114,0.975553328513231,1
"Holtsville 09",23698,K,Jet Engine,Fuel Oil 2,40.8153,-73.0664,15,1,0.208333333333333,2.08333333333333,6.25,12.5,17.4689538521412,-0.244622569491236,0.976411299896168,0.0218047749040449,17.1761212769817,0.272029866077014,0.975979656645468,1
"Holtsville 10",23699,K,Jet Engine,Fuel Oil 2,40.8153,-73.0664,15,1,0.208333333333333,2.08333333333333,6.25,12.5,17.4689538521412,-0.244622569491236,0.976411299896168,0.0218047749040449,17.1761212769817,0.272029866077014,0.975979656645468,1
"Barrett GT 01",23704,K,Combustion Turbine,Natural Gas,40.6169,-73.6486,22,1,0.325,3.25,9.75,19.5,15.724867761644,4.40244037649579,0.987296279923487,-0.192145064102164,19.637769390407,-6.26184377189819,0.991154981763188,1
"Barrett GT 02",23705,K,Combustion Turbine,Natural Gas,40.6169,-73.6486,22,1,0.325,3.25,9.75,19.5,15.724867761644,4.40244037649579,0.987296279923487,-0.192145064102164,19.637769390407,-6.26184377189819,0.991154981763188,1
"Barrett 03",23706,K,Combustion Turbine,Natural Gas,40.6169,-73.6486,24,1,0.35,3.5,10.5,21,15.7732626690113,4.35482925278398,0.985118451191996,-0.179428811806149,19.517208749271,-6.61609148952125,0.988500397397812,1
"Barrett 04",23707,K,Combustion Turbine,Natural Gas,40.6169,-73.6486,24,1,0.35,3.5,10.5,21,15.7732626690113,4.35482925278398,0.985118451191996,-0.179428811806149,19.517208749271,-6.61609148952125,0.988500397397812,1
"Barrett 05",23708,K,Combustion Turbine,Natural Gas,40.6169,-73.6486,22,1,0.333333333333333,3.33333333333333,10,20,15.6211561684019,3.899004851375,0.985750959194794,-0.179243283952516,19.2729336857088,-6.43950422025228,0.988910663279447,1
"Barrett 06",23709,K,Combustion Turbine,Natural Gas,40.6169,-73.6486,22,1,0.333333333333333,3.33333333333333,10,20,15.6211561684019,3.899004851375,0.985750959194794,-0.179243283952516,19.2729336857088,-6.43950422025228,0.988910663279447,1
"Barrett 08",23711,K,Combustion Turbine,Natural Gas,40.6169,-73.6486,23,1,0.35,3.5,10.5,21,15.4111033639664,4.65686666329132,0.986129588602994,-0.15360411803079,18.802590923419,-6.09161599193066,0.988737210222224,1
"West Babylon 4",23714,K,Combustion Turbine,Fuel Oil 2,40.6953,-73.3497,65,3,0.808333333333333,8.08333333333333,24.25,48.5,13.3299197771413,15.8310763885629,0.989745264885384,-0.0601217212553583,17.0555600106064,-25.8928471621398,0.993618783559879,1
"Indeck-Silver Springs",23768,C,Combined Cycle,Natural Gas,42.6544,-78.0772,60,6,0.65,6.5,19.5,39,7.22502261376071,88.4068945531931,0.904639637747057,0.0521099378337918,3.91851445729695,128.56021693365,0.911688782965845,1
"Sterling",23777,E,Combined Cycle,Natural Gas,43.0803,-75.6003,43,15,0.375,3.75,11.25,22.5,9.48792294137959,67.6668030396895,0.927589604712141,-0.0656644906459915,13.4194629451357,12.4937019353287,0.931485913206249,1
"Indeck-Yerkes",23781,A,Combined Cycle,Natural Gas,42.9671,-78.9182,57,4,0.633333333333333,6.33333333333333,19,38,7.47132208460135,81.9020503786126,0.961511801325696,0.0379914388739063,5.22376776368782,104.097949224146,0.964613361319955,1
"Indeck-Oswego",23783,C,Combined Cycle,Natural Gas,43.4682,-76.4965,61,7,0.733333333333333,7.33333333333333,22,44,6.95130465533655,86.7734006509954,0.909777906902517,0.0662050806366455,2.57573838754704,137.904494976817,0.92396299006457,1
"Lockport",23791,A,Combined Cycle,Natural Gas,43.1622,-78.7453,153,28,1.275,12.75,38.25,76.5,12.8324640482381,-14.51280759626,0.931274482951472,0.00592104037541659,11.8867483912138,15.3997554295977,0.931404611136401,1
"Saranac Energy",23793,D,Combined Cycle,Natural Gas,44.7132,-73.4557,268,20,2.125,21.25,63.75,127.5,7.95420119260771,108.392098710561,0.958923529639137,0.00594564171597721,6.43813125310751,193.357273810388,0.961805112017211,1
"Flynn",23794,K,Combined Cycle,Natural Gas,40.8153,-73.0644,111,25,0.908333333333333,9.08333333333333,27.25,54.5,9.13105750549675,281.79680904807,0.979935625381421,-0.0106836302017758,10.7715221237297,221.031218387644,0.980766899176458,1
"Rensselaer",23796,F,Combined Cycle,Natural Gas,42.63,-73.75,84,12,0.608333333333333,6.08333333333333,18.25,36.5,7.06965737695264,123.057568650344,0.879511465102541,0.0503697967860269,1.62701992239948,234.113190423665,0.894586195088696,1
"Selkirk-II",23799,F,Combined Cycle,Natural Gas,42.5744,-73.8592,304,54.6,2.25833333333333,22.5833333333333,67.75,135.5,7.64374641072408,121.210481369436,0.980876831478548,0.000448981142982339,7.49193307744611,132.504792372433,0.980855835951716,1
"Greenport GT1",23814,K,Jet Engine,Fuel Oil 2,41.1056,-72.3767,60,21,0.708333333333333,7.08333333333333,21.25,42.5,18.9251833791403,-475.228526921237,0.877749349372464,0.136380292791131,7.32492084568589,-238.60697317431,0.880777382002171,1
"Far Rockaway GT2",23815,K,Jet Engine,Kerosene,40.6106,-73.7614,54,23.5,0.65,6.5,19.5,39,22.0102846654645,-570.83478874274,0.934903285219135,0.228571098859399,2.74071937475238,-185.229910879843,0.939237715530153,1
"KIAC_JFK_GT1",23816,J,Combined Cycle,Natural Gas,40.6417,-73.7778,65,17,0.65,6.5,19.5,39,7.90180716982653,87.4937521325157,0.972907627809049,-0.00750786277005227,8.52346832121417,74.9468717327145,0.973062985835642,1
"KIAC_JFK_GT2",23817,J,Combined Cycle,Natural Gas,40.6417,-73.7778,71,4,0.616666666666667,6.16666666666667,18.5,37,7.48726260254758,94.3755481207148,0.986293020658176,-0.00145577149063421,7.57470459963431,93.5305001407618,0.986301953381766,1
"Freeport CT 2",23818,K,Combustion Turbine,Natural Gas,40.6447,-73.5683,51,1,0.658333333333333,6.58333333333333,19.75,39.5,10.2982402150372,-22.4259131393908,0.931245665319243,0.199827344606098,1.44394892414096,18.2413008405175,0.954711274630979,1
"Bethpage",23823,K,Combined Cycle,Natural Gas,40.7469,-73.4994,61,10,0.85,8.5,25.5,51,7.34619659449649,17.3541359635898,0.941195955304314,-0.0210149855779105,9.0923658149407,-14.528567021341,0.942053827935263,1
"Castleton Energy Center",23900,F,Combined Cycle,Natural Gas,42.5375,-73.7433,78,39,0.641666666666667,6.41666666666667,19.25,38.5,9.50595132588132,-32.0724194288154,0.966388253994882,0.0896211741965416,-1.27306553574407,289.060020827961,0.971311970602088,1
"Independence",23970,C,Combined Cycle,Natural Gas,43.495,-76.4508,1218,103,10.2916666666667,102.916666666667,308.75,617.5,6.67225544660361,167.353380567324,0.973590111302136,0.000652208446224496,5.81334173026261,390.501473721408,0.974242950769449,1
"Indeck-Olean",23982,A,Combined Cycle,Natural Gas,42.0875,-78.4578,84,18,0.858333333333333,8.58333333333333,25.75,51.5,7.06832876071857,100.366318758136,0.890333874099253,0.022246856669504,4.81334293819289,150.050029012893,0.893287833109421,1
"Beaver Falls",23983,E,Combined Cycle,Natural Gas,43.8861,-75.4342,98,1.3,0.808333333333333,8.08333333333333,24.25,48.5,6.13425018440629,136.180399745755,0.909143420057751,0.0139360677188309,4.59703606000197,164.880203052589,0.909295517799109,1
"Syracuse",23985,C,Combined Cycle,Natural Gas,43.0667,-76.2246,102,14,0.683333333333333,6.83333333333333,20.5,41,6.0235308731288,120.897999491121,0.927620949700926,0.0457355973022481,0.37988267750182,279.558300095551,0.961212056485925,1
"Batavia",24024,B,Combined Cycle,Natural Gas,42.9828,-78.1592,43,9,0.441666666666667,4.41666666666667,13.25,26.5,9.61212712079605,91.1509986124071,0.935448921942619,-0.071599474793271,13.7758689964342,38.077265571436,0.939794462973234,1
"Fortistar - N.Tonawanda",24026,A,Combined Cycle,Natural Gas,43.0483,-78.8539,51,12,0.508333333333333,5.08333333333333,15.25,30.5,9.21306191814496,98.3951046849886,0.964204554090198,-0.0197760618411689,10.516007999204,79.2534211812849,0.964682897388527,1
"Carr St.-E. Syr",24060,C,Combined Cycle,Natural Gas,43.0611,-76.0819,82,15,0.891666666666667,8.91666666666667,26.75,53.5,9.49493120365014,162.774693256482,0.989839007837026,0.0276261365669993,6.83936313820541,213.280105203144,0.992010408324459,1
"Astoria 2",24149,J,Steam Turbine,Natural Gas,40.7869,-73.9122,153,1,0.808333333333333,8.08333333333333,24.25,48.5,10.7201587295506,147.54551313487,0.987563137472614,0.00755524842846084,9.6210492250751,170.560113896697,0.988910416536113,1
"Kent",24152,J,Combustion Turbine,Natural Gas,40.7168,-73.9665,49,8,0.725,7.25,21.75,43.5,13.6161056046229,-175.005218377707,0.854081152473318,0.229956151048362,-0.674462895469685,-2.8606266170006,0.886643833319904,1
"Pouch",24155,J,Combustion Turbine,Natural Gas,40.6188,-74.069,48,4,0.733333333333333,7.33333333333333,22,44,12.2555537899112,-107.831700131179,0.880148940912709,0.314298400784758,-5.29445472761182,36.9092401757999,0.930601027703588,1
"Gowanus 5",24156,J,Combustion Turbine,Natural Gas,40.663,-74,44,19,0.541666666666667,5.41666666666667,16.25,32.5,19.4390790245194,-402.238495604951,0.899022880580209,0.256835944443647,2.16717656781987,-129.978329414629,0.905089282136932,1
"Gowanus 6",24157,J,Combustion Turbine,Natural Gas,40.663,-74,43,6,0.6,6,18,36,14.3908676500698,-183.256442331247,0.895851905439947,0.481229950959686,-12.236897481884,90.5839032319999,0.961253432051181,1
"Hellgate 1",24158,J,Combustion Turbine,Natural Gas,40.7988,-73.9093,43,17,0.55,5.5,16.5,33,18.1814532074677,-356.619296365019,0.907015780145948,0.574453044861864,-18.615331766612,182.366792902287,0.947821788434224,1
"Hellgate 2",24159,J,Combustion Turbine,Natural Gas,40.7988,-73.9093,43,16,0.558333333333333,5.58333333333333,16.75,33.5,19.6223222620555,-386.155462708321,0.886027130367404,0.585495807127345,-17.7585352084182,163.148663052878,0.92993121932306,1
"Harlem River 1",24160,J,Combustion Turbine,Natural Gas,40.7989,-73.9147,43,18,0.541666666666667,5.41666666666667,16.25,32.5,20.0193185713494,-418.598558127978,0.886597244248683,0.511875916748704,-13.7221345627746,103.741324803416,0.912401218429445,1
"Harlem River 2",24161,J,Combustion Turbine,Natural Gas,40.7989,-73.9147,43,17.5,0.566666666666667,5.66666666666667,17,34,20.2414917812314,-451.740005894129,0.867786084067127,0.613814231926164,-21.0265624320725,201.815826270476,0.906415646763027,1
"Vernon Blvd 2",24162,J,Combustion Turbine,Natural Gas,40.7539,-73.9506,43,18.5,0.533333333333333,5.33333333333333,16,32,19.6023840271536,-407.059607453816,0.838109033692712,0.146444340398267,9.92714088770317,-254.173856568453,0.839825674135919,1
"Vernon Blvd 3",24163,J,Combustion Turbine,Natural Gas,40.7539,-73.9506,42,15,0.558333333333333,5.58333333333333,16.75,33.5,17.2728974244906,-319.572736168383,0.893510483354225,0.524042816437868,-14.9791978339858,132.238854317811,0.935801800310732,1
"Brentwood",24164,K,Combustion Turbine,Natural Gas,40.787,-73.2933,49,15,0.658333333333333,6.58333333333333,19.75,39.5,16.8052030138284,-339.637634169398,0.885031603249655,0.373537237880263,-9.23691579152967,72.0286223217642,0.926490675538219,1
"Port Jefferson GT 02",24210,K,Combustion Turbine,Natural Gas,40.9503,-73.0786,48,10,0.675,6.75,20.25,40.5,12.9419603671441,-135.294510555829,0.959672884419333,0.00330230182350032,12.7409753847509,-132.80288169437,0.959614676078374,1
"Port Jefferson GT 03",24211,K,Combustion Turbine,Natural Gas,40.9503,-73.0786,49,11,0.683333333333333,6.83333333333333,20.5,41,12.2359738846758,-132.829965315275,0.925588696702029,-0.0205329882822741,13.4898383726519,-148.758519902665,0.925628139198519,1
"Far Rockaway GT1",24212,K,Jet Engine,Natural Gas,40.6106,-73.7614,60,36,0.658333333333333,6.58333333333333,19.75,39.5,23.4123861907686,-713.069749962829,0.837216217756702,-0.903331940585624,112.381239273544,-2860.17957026757,0.892843624617631,1
"Pilgrim GT1",24216,K,Combustion Turbine,Natural Gas,40.7861,-73.2931,47,13.7,0.575,5.75,17.25,34.5,19.8712655122689,-439.814752945874,0.826378729920716,0.214686346692887,4.94657121482879,-192.902012424838,0.831866669497184,1
"Pilgrim GT2",24217,K,Combustion Turbine,Natural Gas,40.7861,-73.2931,48,5.15,0.641666666666667,6.41666666666667,19.25,38.5,18.9227655314044,-389.659657182494,0.870964479003469,0.344756642598701,-4.23391426458652,-31.2355164520502,0.894785439582162,1
"Glenwood GT 04",24219,K,Combustion Turbine,Natural Gas,40.8275,-73.6478,49,1,0.783333333333333,7.83333333333333,23.5,47,9.84514433864211,-17.5684413089333,0.97149529566096,0.108236987325833,4.36511239378128,10.9936279258215,0.981784395500599,1
"Glenwood GT 05",24220,K,Combustion Turbine,Natural Gas,40.8275,-73.6478,50,2,0.775,7.75,23.25,46.5,10.3041495064346,-34.1551401552627,0.970149180023936,0.0899380647183482,5.52744911413544,-0.0145391056033774,0.977267926740003,1
"East River 1",323558,J,Combined Cycle,Natural Gas,40.7281,-73.9742,223,88,2.28333333333333,22.8333333333333,68.5,137,7.78686278377303,432.210434229763,0.994806350476935,0.00787443492252068,5.38856259848656,603.269372601759,0.995797116592764,1
"East River 2",323559,J,Combined Cycle,Natural Gas,40.7281,-73.9742,227,83,2.325,23.25,69.75,139.5,7.65399260529196,446.985488311688,0.985620377910323,0.0060542342558609,5.8703583700044,567.521779728213,0.986302004817534,1
"Pinelawn Power 1",323563,K,Combined Cycle,Natural Gas,40.7358,-73.3881,81,14.5,0.675,6.75,20.25,40.5,8.82677947463092,-46.134585792299,0.904801902881135,-0.0431347690553566,13.1605558589241,-149.137314621473,0.914586162541895,1
"Bethpage 3",323564,K,Combined Cycle,Natural Gas,40.7469,-73.4994,83,27,0.875,8.75,26.25,52.5,7.68190683873044,39.7521622940699,0.946942156242798,0.0861778071477699,-2.33801175213483,311.828801589115,0.974149980711378,1
"Astoria CC 1",323568,J,Combined Cycle,Natural Gas,40.7881,-73.9056,318,129,2.65833333333333,26.5833333333333,79.75,159.5,5.09607165957536,386.354600988748,0.946508947538563,-0.000613497694980357,5.33155207516323,364.980358311981,0.946516311665449,1
"Astoria CC 2",323569,J,Combined Cycle,Natural Gas,40.7881,-73.9056,320,99,2.69166666666667,26.9166666666667,80.75,161.5,5.11802629110758,373.616635451786,0.885957245017222,0.00615796403307101,2.70559193253033,598.191734833533,0.887446999452641,1
"Bethlehem Energy Center",323570,F,Combined Cycle,Natural Gas,42.5905,-73.7636,618,116,6,60,180,360,9.79418810564401,248.149129984021,0.978839371921378,-0.00586827929993719,13.8969045206353,-342.289545662042,0.984490187406029,1
"Astoria East Energy - CC1",323581,J,Combined Cycle,Natural Gas,40.7825,-73.8964,313,163,2.95,29.5,88.5,177,5.78071170552084,249.905794976676,0.936384541790523,0.00620221525395625,2.94323674625934,559.69286257738,0.93731113843896,1
"Bethpage GT4",323586,K,Combustion Turbine,Natural Gas,40.7469,-73.4994,49,14,0.641666666666667,6.41666666666667,19.25,38.5,16.0371658043082,-290.294464915849,0.914021021170624,0.43506944654592,-12.7580551488831,116.997208421257,0.951694905288311,1
"Caithness_CC_1",323624,K,Combined Cycle,Natural Gas,40.8142,-72.9403,373,247,2.725,27.25,81.75,163.5,6.82177034811592,-54.0225781659235,0.961133496688817,0.00331951771326181,4.77582308592671,257.60188688645,0.961376263190687,1
"EMPIRE_CC_1",323656,F,Combined Cycle,Natural Gas,42.6296,-73.749,327,161,2.9,29,87,174,6.71576683366529,99.5666089219706,0.974450811475782,0.00923043512035699,2.48264651013198,568.514708895227,0.977306002301848,1
"EMPIRE_CC_2",323658,F,Combined Cycle,Natural Gas,42.6296,-73.749,327,159,3.125,31.25,93.75,187.5,6.61348159737332,112.151030139048,0.978220096543733,0.00810298303153775,2.9136712325779,520.066758024031,0.980528890337263,1
"Astoria Energy 2 - CC3",323677,J,Combined Cycle,Natural Gas,40.7825,-73.8964,313,92,3.21666666666667,32.1666666666667,96.5,193,6.48003611278747,232.692523534896,0.977923656212908,0.0143917368852961,-0.127866340939322,959.070998644714,0.987282114943447,1
"Astoria Energy 2 - CC4",323678,J,Combined Cycle,Natural Gas,40.7825,-73.8964,313,87,3.7,37,111,222,6.409826972941,224.813138737842,0.981152271704406,0.0127210127474866,0.612773957963278,854.621329126019,0.987958345250537,1
"Nassau Energy Corporation",323695,K,Combined Cycle,Natural Gas,40.7259,-73.5885,53,35,0.308333333333333,3.08333333333333,9.25,18.5,7.12909082708736,153.595875964692,0.943768816605104,0.0516631603512286,2.81171929233903,242.845486378595,0.944939601636441,1
"CPV_VALLEY___CC1",323721,G,Combined Cycle,Natural Gas,41.413,-74.435,361,222,3.53333333333333,35.3333333333333,106,212,7.31944665766646,-151.016446245634,0.906008736544089,0.0201498680895287,-4.60977907178509,1597.23407258279,0.917392598774411,1
"CPV_VALLEY___CC2",323722,G,Combined Cycle,Natural Gas,41.413,-74.435,362,221,3.28333333333333,32.8333333333333,98.5,197,7.23029864626373,-125.770518160977,0.924874711016766,0.0195967683593794,-4.34288846247743,1564.49840196663,0.936563699374711,1
"Jamestown 7",1659,A,Combustion Turbine,Natural Gas,42.0917,-79.2417,46,32,0.35,3.5,10.5,21,6.08372276233749,180.409805280854,0.265147650755147,0.5865610212173,-36.6076615653436,952.630948762332,0.298310905284002,1
"Indeck-Corinth",23802,F,Combined Cycle,Natural Gas,43.25,-73.8125,140,123,1.09166666666667,10.9166666666667,32.75,65.5,4.7650688334823,437.482921235196,0.658728666967089,-0.265213563118917,74.2123756791192,-4104.32523194679,0.68336671903784,1
"Stony Brook   (BTM:NG)",24151,K,Combustion Turbine,Natural Gas,40.9168,-73.1292,46,30,0.408333333333333,4.08333333333333,12.25,24.5,9.07305906434888,75.1755730733215,0.505807402689144,-0.0177512520594484,10.4208087060373,49.8102130123064,0.505769654568748,1
"Ravenswood CC 04",23820,J,Combined Cycle,Natural Gas,40.7585,-73.9451,286,142,2.89166666666667,28.9166666666667,86.75,173.5,5.7622630877101,346.407317275011,0.920387671976764,0.015335826629438,-0.975215494055315,1064.9993050467,0.92857924155213,1
"Astoria East Energy - CC2",323582,J,Combined Cycle,Natural Gas,40.7825,-73.8964,313,166,2.93333333333333,29.3333333333333,88,176,5.52452897162409,328.368773252705,0.921790207861113,0.0141570378965421,-0.939027440805015,1033.57427676585,0.926948445898612,1
"Shoemaker GT",23640,G,Jet Engine,Natural Gas,41.4278,-74.4186,37,0,0.616666666666667,6.16666666666667,18.5,37,11.098,0,0,0,0,0,0,0
"Freeport CT 1",23764,K,Combustion Turbine,Natural Gas,40.6447,-73.5683,50,0,0.833333333333333,8.33333333333333,25,50,11.098,0,0,0,0,0,0,0
"Selkirk-I",23801,F,Combined Cycle,Natural Gas,42.5744,-73.8592,143,0,2.38333333333333,23.8333333333333,71.5,143,7.633,0,0,0,0,0,0,0
"Carthage Energy",23857,E,Combined Cycle,Natural Gas,43.9842,-75.6225,61,0,1.01666666666667,10.1666666666667,30.5,61,7.633,0,0,0,0,0,0,0
"Massena",23902,D,Combined Cycle,Natural Gas,44.9503,-74.8928,55,0,0.916666666666667,9.16666666666667,27.5,55,7.633,0,0,0,0,0,0,0
"Astoria GT 2-1",24094,J,Jet Engine,Kerosene,40.7864,-73.9133,44,0,0.733333333333333,7.33333333333333,22,44,13.315,0,0,0,0,0,0,0
