month,day,hour,FuelCategory,GroupCount,mean_TimeStamp,mean_GenMW
4,15,17,Natural Gas,12,04/15/2019 17:27:30,2009.66666666667
4,15,17,Nuclear,12,04/15/2019 17:27:30,4827.5
4,15,17,Other Fossil Fuels,12,04/15/2019 17:27:30,0
4,15,17,Other Renewables,12,04/15/2019 17:27:30,156.666666666667
4,15,17,Wind,12,04/15/2019 17:27:30,1496.75
4,15,18,Dual Fuel,14,04/15/2019 18:24:17,3164.28571428571
4,15,18,Hydro,14,04/15/2019 18:24:17,3610.71428571429
4,15,18,Natural Gas,14,04/15/2019 18:24:17,2020.85714285714
4,15,18,Nuclear,14,04/15/2019 18:24:17,4890.28571428571
4,15,18,Other Fossil Fuels,14,04/15/2019 18:24:17,0
4,15,18,Other Renewables,14,04/15/2019 18:24:17,152
4,15,18,Wind,14,04/15/2019 18:24:17,1542.57142857143
4,15,19,Dual Fuel,12,04/15/2019 19:27:30,3304.16666666667
4,15,19,Hydro,12,04/15/2019 19:27:30,3455.33333333333
4,15,19,Natural Gas,12,04/15/2019 19:27:30,1972.25
4,15,19,Nuclear,12,04/15/2019 19:27:30,4899.83333333333
4,15,19,Other Fossil Fuels,12,04/15/2019 19:27:30,0
4,15,19,Other Renewables,12,04/15/2019 19:27:30,147.916666666667
4,15,19,Wind,12,04/15/2019 19:27:30,1526.41666666667
4,15,20,Dual Fuel,12,04/15/2019 20:27:30,3676.08333333333
4,15,20,Hydro,12,04/15/2019 20:27:30,3435.83333333333
4,15,20,Natural Gas,12,04/15/2019 20:27:30,2026.25
4,15,20,Nuclear,12,04/15/2019 20:27:30,4901.25
4,15,20,Other Fossil Fuels,12,04/15/2019 20:27:30,0
4,15,20,Other Renewables,12,04/15/2019 20:27:30,146.833333333333
4,15,20,Wind,12,04/15/2019 20:27:30,1396.41666666667
4,15,21,Dual Fuel,12,04/15/2019 21:27:30,3240.16666666667
4,15,21,Hydro,12,04/15/2019 21:27:30,3518.66666666667
4,15,21,Natural Gas,12,04/15/2019 21:27:30,1942
4,15,21,Nuclear,12,04/15/2019 21:27:30,4900.08333333333
4,15,21,Other Fossil Fuels,12,04/15/2019 21:27:30,0
4,15,21,Other Renewables,12,04/15/2019 21:27:30,146.25
4,15,21,Wind,12,04/15/2019 21:27:30,1356
4,15,22,Dual Fuel,12,04/15/2019 22:27:30,2677.25
4,15,22,Hydro,12,04/15/2019 22:27:30,3565.58333333333
4,15,22,Natural Gas,12,04/15/2019 22:27:30,1870
4,15,22,Nuclear,12,04/15/2019 22:27:30,4838
4,15,22,Other Fossil Fuels,12,04/15/2019 22:27:30,0
4,15,22,Other Renewables,12,04/15/2019 22:27:30,146.583333333333
4,15,22,Wind,12,04/15/2019 22:27:30,1258.91666666667
4,15,23,Dual Fuel,12,04/15/2019 23:27:30,2180.41666666667
4,15,23,Hydro,12,04/15/2019 23:27:30,2973.58333333333
4,15,23,Natural Gas,12,04/15/2019 23:27:30,1767.83333333333
4,15,23,Nuclear,12,04/15/2019 23:27:30,4825.16666666667
4,15,23,Other Fossil Fuels,12,04/15/2019 23:27:30,0
4,15,23,Other Renewables,12,04/15/2019 23:27:30,146.583333333333
4,15,23,Wind,12,04/15/2019 23:27:30,1262.16666666667
4,16,0,Dual Fuel,11,04/16/2019 00:30:00,1898.81818181818
4,16,0,Hydro,11,04/16/2019 00:30:00,2885.27272727273
4,16,0,Natural Gas,11,04/16/2019 00:30:00,1425.81818181818
4,16,0,Nuclear,11,04/16/2019 00:30:00,4826.54545454545
4,16,0,Other Fossil Fuels,11,04/16/2019 00:30:00,0
4,16,0,Other Renewables,11,04/16/2019 00:30:00,145
4,16,0,Wind,11,04/16/2019 00:30:00,1254.81818181818
4,16,1,Dual Fuel,12,04/16/2019 01:27:30,1655.25
4,16,1,Hydro,12,04/16/2019 01:27:30,3240.33333333333
4,16,1,Natural Gas,12,04/16/2019 01:27:30,1358.91666666667
4,16,1,Nuclear,12,04/16/2019 01:27:30,4822.58333333333
4,16,1,Other Fossil Fuels,12,04/16/2019 01:27:30,0
4,16,1,Other Renewables,12,04/16/2019 01:27:30,141.083333333333
4,16,1,Wind,12,04/16/2019 01:27:30,1158.91666666667
4,16,2,Dual Fuel,12,04/16/2019 02:27:30,1621.41666666667
4,16,2,Hydro,12,04/16/2019 02:27:30,3309.83333333333
4,16,2,Natural Gas,12,04/16/2019 02:27:30,1282.16666666667
4,16,2,Nuclear,12,04/16/2019 02:27:30,4822
4,16,2,Other Fossil Fuels,12,04/16/2019 02:27:30,0
4,16,2,Other Renewables,12,04/16/2019 02:27:30,141.416666666667
4,16,2,Wind,12,04/16/2019 02:27:30,1174
4,16,3,Dual Fuel,12,04/16/2019 03:27:30,1658.33333333333
4,16,3,Hydro,12,04/16/2019 03:27:30,3230.25
4,16,3,Natural Gas,12,04/16/2019 03:27:30,1281.66666666667
4,16,3,Nuclear,12,04/16/2019 03:27:30,4822.66666666667
4,16,3,Other Fossil Fuels,12,04/16/2019 03:27:30,0
4,16,3,Other Renewables,12,04/16/2019 03:27:30,146.166666666667
4,16,3,Wind,12,04/16/2019 03:27:30,1185.33333333333
4,16,4,Dual Fuel,12,04/16/2019 04:27:30,1859
4,16,4,Hydro,12,04/16/2019 04:27:30,3201.08333333333
4,16,4,Natural Gas,12,04/16/2019 04:27:30,1287.83333333333
4,16,4,Nuclear,12,04/16/2019 04:27:30,4822.91666666667
4,16,4,Other Fossil Fuels,12,04/16/2019 04:27:30,0
4,16,4,Other Renewables,12,04/16/2019 04:27:30,148.416666666667
4,16,4,Wind,12,04/16/2019 04:27:30,1174
4,16,5,Dual Fuel,12,04/16/2019 05:27:30,1979.5
4,16,5,Hydro,12,04/16/2019 05:27:30,3106
4,16,5,Natural Gas,12,04/16/2019 05:27:30,1388.41666666667
4,16,5,Nuclear,12,04/16/2019 05:27:30,4823.16666666667
4,16,5,Other Fossil Fuels,12,04/16/2019 05:27:30,0
4,16,5,Other Renewables,12,04/16/2019 05:27:30,144.75
4,16,5,Wind,12,04/16/2019 05:27:30,1156.25
4,16,6,Dual Fuel,12,04/16/2019 06:27:30,2628.66666666667
4,16,6,Hydro,12,04/16/2019 06:27:30,3517.25
4,16,6,Natural Gas,12,04/16/2019 06:27:30,1712
4,16,6,Nuclear,12,04/16/2019 06:27:30,4823.08333333333
4,16,6,Other Fossil Fuels,12,04/16/2019 06:27:30,0
4,16,6,Other Renewables,12,04/16/2019 06:27:30,145.916666666667
4,16,6,Wind,12,04/16/2019 06:27:30,1088.58333333333
4,16,7,Dual Fuel,12,04/16/2019 07:27:30,3223.16666666667
4,16,7,Hydro,12,04/16/2019 07:27:30,3578.08333333333
4,16,7,Natural Gas,12,04/16/2019 07:27:30,1765.16666666667
4,16,7,Nuclear,12,04/16/2019 07:27:30,4824.5
4,16,7,Other Fossil Fuels,12,04/16/2019 07:27:30,0
4,16,7,Other Renewables,12,04/16/2019 07:27:30,151.666666666667
4,16,7,Wind,12,04/16/2019 07:27:30,994.583333333333
4,16,8,Dual Fuel,12,04/16/2019 08:27:30,3361.16666666667
4,16,8,Hydro,12,04/16/2019 08:27:30,3717.16666666667
4,16,8,Natural Gas,12,04/16/2019 08:27:30,1908.25
4,16,8,Nuclear,12,04/16/2019 08:27:30,4799.41666666667
4,16,8,Other Fossil Fuels,12,04/16/2019 08:27:30,0
4,16,8,Other Renewables,12,04/16/2019 08:27:30,161.916666666667
4,16,8,Wind,12,04/16/2019 08:27:30,883.083333333333
4,16,9,Dual Fuel,14,04/16/2019 09:30:53,3384.57142857143
4,16,9,Hydro,14,04/16/2019 09:30:53,3618.35714285714
4,16,9,Natural Gas,14,04/16/2019 09:30:53,1800.07142857143
4,16,9,Nuclear,14,04/16/2019 09:30:53,4772.35714285714
4,16,9,Other Fossil Fuels,14,04/16/2019 09:30:53,0
4,16,9,Other Renewables,14,04/16/2019 09:30:53,171.785714285714
4,16,9,Wind,14,04/16/2019 09:30:53,897.928571428571
4,16,10,Dual Fuel,14,04/16/2019 10:30:44,3151.64285714286
4,16,10,Hydro,14,04/16/2019 10:30:44,3612.21428571429
4,16,10,Natural Gas,14,04/16/2019 10:30:44,1761.57142857143
4,16,10,Nuclear,14,04/16/2019 10:30:44,4777.21428571429
4,16,10,Other Fossil Fuels,14,04/16/2019 10:30:44,0
4,16,10,Other Renewables,14,04/16/2019 10:30:44,178.642857142857
4,16,10,Wind,14,04/16/2019 10:30:44,899.5
4,16,11,Dual Fuel,12,04/16/2019 11:27:30,3033
4,16,11,Hydro,12,04/16/2019 11:27:30,3546
4,16,11,Natural Gas,12,04/16/2019 11:27:30,1776.08333333333
4,16,11,Nuclear,12,04/16/2019 11:27:30,4775.91666666667
4,16,11,Other Fossil Fuels,12,04/16/2019 11:27:30,0
4,16,11,Other Renewables,12,04/16/2019 11:27:30,183
4,16,11,Wind,12,04/16/2019 11:27:30,935.583333333333
4,16,12,Dual Fuel,14,04/16/2019 12:24:36,2860.14285714286
4,16,12,Hydro,14,04/16/2019 12:24:36,3703.42857142857
4,16,12,Natural Gas,14,04/16/2019 12:24:36,1749.85714285714
4,16,12,Nuclear,14,04/16/2019 12:24:36,4773.35714285714
4,16,12,Other Fossil Fuels,14,04/16/2019 12:24:36,0
4,16,12,Other Renewables,14,04/16/2019 12:24:36,183
4,16,12,Wind,14,04/16/2019 12:24:36,987.357142857143
4,16,13,Dual Fuel,12,04/16/2019 13:27:30,2864.16666666667
4,16,13,Hydro,12,04/16/2019 13:27:30,3857.5
4,16,13,Natural Gas,12,04/16/2019 13:27:30,1728.5
4,16,13,Nuclear,12,04/16/2019 13:27:30,4772
4,16,13,Other Fossil Fuels,12,04/16/2019 13:27:30,1.75
4,16,13,Other Renewables,12,04/16/2019 13:27:30,183.083333333333
4,16,13,Wind,12,04/16/2019 13:27:30,978.083333333333
4,16,14,Dual Fuel,12,04/16/2019 14:27:30,2762.5
4,16,14,Hydro,12,04/16/2019 14:27:30,3820.75
4,16,14,Natural Gas,12,04/16/2019 14:27:30,1729
4,16,14,Nuclear,12,04/16/2019 14:27:30,4771.16666666667
4,16,14,Other Fossil Fuels,12,04/16/2019 14:27:30,0.25
4,16,14,Other Renewables,12,04/16/2019 14:27:30,180.833333333333
4,16,14,Wind,12,04/16/2019 14:27:30,875.916666666667
4,16,15,Dual Fuel,12,04/16/2019 15:27:30,2804.75
4,16,15,Hydro,12,04/16/2019 15:27:30,3932.08333333333
4,16,15,Natural Gas,12,04/16/2019 15:27:30,1817.41666666667
4,16,15,Nuclear,12,04/16/2019 15:27:30,4770.41666666667
4,16,15,Other Fossil Fuels,12,04/16/2019 15:27:30,0
4,16,15,Other Renewables,12,04/16/2019 15:27:30,176.583333333333
4,16,15,Wind,12,04/16/2019 15:27:30,807.833333333333
4,16,16,Dual Fuel,12,04/16/2019 16:27:30,2729.91666666667
4,16,16,Hydro,12,04/16/2019 16:27:30,3936.58333333333
4,16,16,Natural Gas,12,04/16/2019 16:27:30,1864.08333333333
4,16,16,Nuclear,12,04/16/2019 16:27:30,4769.16666666667
4,16,16,Other Fossil Fuels,12,04/16/2019 16:27:30,0.0833333333333333
4,16,16,Other Renewables,12,04/16/2019 16:27:30,170.25
4,16,16,Wind,12,04/16/2019 16:27:30,800.75
4,16,17,Dual Fuel,12,04/16/2019 17:27:30,3041.5
4,16,17,Hydro,12,04/16/2019 17:27:30,4048.16666666667
4,16,17,Natural Gas,12,04/16/2019 17:27:30,1948.33333333333
4,16,17,Nuclear,12,04/16/2019 17:27:30,4769.5
4,16,17,Other Fossil Fuels,12,04/16/2019 17:27:30,123.25
4,16,17,Other Renewables,12,04/16/2019 17:27:30,160.75
4,16,17,Wind,12,04/16/2019 17:27:30,689.666666666667
4,16,18,Dual Fuel,12,04/16/2019 18:27:30,3074
4,16,18,Hydro,12,04/16/2019 18:27:30,3913.33333333333
4,16,18,Natural Gas,12,04/16/2019 18:27:30,1982.33333333333
4,16,18,Nuclear,12,04/16/2019 18:27:30,4772.5
4,16,18,Other Fossil Fuels,12,04/16/2019 18:27:30,153.5
4,16,18,Other Renewables,12,04/16/2019 18:27:30,149
4,16,18,Wind,12,04/16/2019 18:27:30,614.833333333333
4,16,19,Dual Fuel,12,04/16/2019 19:27:30,3034.66666666667
4,16,19,Hydro,12,04/16/2019 19:27:30,4033.75
4,16,19,Natural Gas,12,04/16/2019 19:27:30,1941.91666666667
4,16,19,Nuclear,12,04/16/2019 19:27:30,4774.33333333333
4,16,19,Other Fossil Fuels,12,04/16/2019 19:27:30,71.75
4,16,19,Other Renewables,12,04/16/2019 19:27:30,147.5
4,16,19,Wind,12,04/16/2019 19:27:30,458.916666666667
4,16,20,Dual Fuel,12,04/16/2019 20:27:30,3263.91666666667
4,16,20,Hydro,12,04/16/2019 20:27:30,4003
4,16,20,Natural Gas,12,04/16/2019 20:27:30,1879.75
4,16,20,Nuclear,12,04/16/2019 20:27:30,4775.66666666667
4,16,20,Other Fossil Fuels,12,04/16/2019 20:27:30,0
4,16,20,Other Renewables,12,04/16/2019 20:27:30,153.166666666667
4,16,20,Wind,12,04/16/2019 20:27:30,354.75
4,16,21,Dual Fuel,12,04/16/2019 21:27:30,2908.5
4,16,21,Hydro,12,04/16/2019 21:27:30,3708.91666666667
4,16,21,Natural Gas,12,04/16/2019 21:27:30,1874.25
4,16,21,Nuclear,12,04/16/2019 21:27:30,4775.33333333333
4,16,21,Other Fossil Fuels,12,04/16/2019 21:27:30,0
4,16,21,Other Renewables,12,04/16/2019 21:27:30,164.416666666667
4,16,21,Wind,12,04/16/2019 21:27:30,354.5
4,16,22,Dual Fuel,12,04/16/2019 22:27:30,2541.33333333333
4,16,22,Hydro,12,04/16/2019 22:27:30,3310.08333333333
4,16,22,Natural Gas,12,04/16/2019 22:27:30,1802.75
4,16,22,Nuclear,12,04/16/2019 22:27:30,4775
4,16,22,Other Fossil Fuels,12,04/16/2019 22:27:30,0
4,16,22,Other Renewables,12,04/16/2019 22:27:30,169.333333333333
4,16,22,Wind,12,04/16/2019 22:27:30,385.916666666667
4,16,23,Dual Fuel,12,04/16/2019 23:27:30,2560.08333333333
4,16,23,Hydro,12,04/16/2019 23:27:30,2862.25
4,16,23,Natural Gas,12,04/16/2019 23:27:30,1707.5
4,16,23,Nuclear,12,04/16/2019 23:27:30,4773.75
4,16,23,Other Fossil Fuels,12,04/16/2019 23:27:30,0
4,16,23,Other Renewables,12,04/16/2019 23:27:30,170.166666666667
4,16,23,Wind,12,04/16/2019 23:27:30,289.833333333333
4,17,0,Dual Fuel,12,04/17/2019 00:27:30,2322.66666666667
4,17,0,Hydro,12,04/17/2019 00:27:30,2758.83333333333
4,17,0,Natural Gas,12,04/17/2019 00:27:30,1381.91666666667
4,17,0,Nuclear,12,04/17/2019 00:27:30,4768.75
4,17,0,Other Fossil Fuels,12,04/17/2019 00:27:30,0
4,17,0,Other Renewables,12,04/17/2019 00:27:30,170.5
4,17,0,Wind,12,04/17/2019 00:27:30,123.583333333333
4,17,1,Dual Fuel,12,04/17/2019 01:27:30,2209.66666666667
4,17,1,Hydro,12,04/17/2019 01:27:30,2721.16666666667
4,17,1,Natural Gas,12,04/17/2019 01:27:30,1314.16666666667
4,17,1,Nuclear,12,04/17/2019 01:27:30,4771.25
4,17,1,Other Fossil Fuels,12,04/17/2019 01:27:30,0
4,17,1,Other Renewables,12,04/17/2019 01:27:30,173
4,17,1,Wind,12,04/17/2019 01:27:30,76.3333333333333
4,17,2,Dual Fuel,12,04/17/2019 02:27:30,2168
4,17,2,Hydro,12,04/17/2019 02:27:30,2640.08333333333
4,17,2,Natural Gas,12,04/17/2019 02:27:30,1293.91666666667
4,17,2,Nuclear,12,04/17/2019 02:27:30,4769.83333333333
4,17,2,Other Fossil Fuels,12,04/17/2019 02:27:30,0
4,17,2,Other Renewables,12,04/17/2019 02:27:30,169.833333333333
4,17,2,Wind,12,04/17/2019 02:27:30,87.1666666666667
4,17,3,Dual Fuel,12,04/17/2019 03:27:30,2238.5
4,17,3,Hydro,12,04/17/2019 03:27:30,2690.5
4,17,3,Natural Gas,12,04/17/2019 03:27:30,1290.5
4,17,3,Nuclear,12,04/17/2019 03:27:30,4768
4,17,3,Other Fossil Fuels,12,04/17/2019 03:27:30,0
4,17,3,Other Renewables,12,04/17/2019 03:27:30,172.416666666667
4,17,3,Wind,12,04/17/2019 03:27:30,76.5
4,17,4,Dual Fuel,12,04/17/2019 04:27:30,2287.25
4,17,4,Hydro,12,04/17/2019 04:27:30,2672.33333333333
4,17,4,Natural Gas,12,04/17/2019 04:27:30,1289.25
4,17,4,Nuclear,12,04/17/2019 04:27:30,4771.5
4,17,4,Other Fossil Fuels,12,04/17/2019 04:27:30,0
4,17,4,Other Renewables,12,04/17/2019 04:27:30,172.666666666667
4,17,4,Wind,12,04/17/2019 04:27:30,90.0833333333333
4,17,5,Dual Fuel,12,04/17/2019 05:27:30,2111.58333333333
4,17,5,Hydro,12,04/17/2019 05:27:30,2983.58333333333
4,17,5,Natural Gas,12,04/17/2019 05:27:30,1372.5
4,17,5,Nuclear,12,04/17/2019 05:27:30,4772
4,17,5,Other Fossil Fuels,12,04/17/2019 05:27:30,0
4,17,5,Other Renewables,12,04/17/2019 05:27:30,171.75
4,17,5,Wind,12,04/17/2019 05:27:30,84.8333333333333
4,17,6,Dual Fuel,12,04/17/2019 06:27:30,2315.25
4,17,6,Hydro,12,04/17/2019 06:27:30,3684.83333333333
4,17,6,Natural Gas,12,04/17/2019 06:27:30,1915.91666666667
4,17,6,Nuclear,12,04/17/2019 06:27:30,4773.41666666667
4,17,6,Other Fossil Fuels,12,04/17/2019 06:27:30,0
4,17,6,Other Renewables,12,04/17/2019 06:27:30,168.583333333333
4,17,6,Wind,12,04/17/2019 06:27:30,78.4166666666667
4,17,7,Dual Fuel,12,04/17/2019 07:27:30,3074.5
4,17,7,Hydro,12,04/17/2019 07:27:30,4046.16666666667
4,17,7,Natural Gas,12,04/17/2019 07:27:30,1933.08333333333
4,17,7,Nuclear,12,04/17/2019 07:27:30,4776.58333333333
4,17,7,Other Fossil Fuels,12,04/17/2019 07:27:30,0
4,17,7,Other Renewables,12,04/17/2019 07:27:30,172.916666666667
4,17,7,Wind,12,04/17/2019 07:27:30,91.4166666666667
4,17,8,Dual Fuel,12,04/17/2019 08:27:30,3358.25
4,17,8,Hydro,12,04/17/2019 08:27:30,3830.66666666667
4,17,8,Natural Gas,12,04/17/2019 08:27:30,1949.83333333333
4,17,8,Nuclear,12,04/17/2019 08:27:30,4773.41666666667
4,17,8,Other Fossil Fuels,12,04/17/2019 08:27:30,0
4,17,8,Other Renewables,12,04/17/2019 08:27:30,182.166666666667
4,17,8,Wind,12,04/17/2019 08:27:30,75.4166666666667
4,17,9,Dual Fuel,12,04/17/2019 09:27:30,3045.16666666667
4,17,9,Hydro,12,04/17/2019 09:27:30,3566.58333333333
4,17,9,Natural Gas,12,04/17/2019 09:27:30,1898.58333333333
4,17,9,Nuclear,12,04/17/2019 09:27:30,4775
4,17,9,Other Fossil Fuels,12,04/17/2019 09:27:30,0
4,17,9,Other Renewables,12,04/17/2019 09:27:30,191.416666666667
4,17,9,Wind,12,04/17/2019 09:27:30,67.9166666666667
4,17,10,Dual Fuel,12,04/17/2019 10:27:30,2344.41666666667
4,17,10,Hydro,12,04/17/2019 10:27:30,3536.16666666667
4,17,10,Natural Gas,12,04/17/2019 10:27:30,1867.58333333333
4,17,10,Nuclear,12,04/17/2019 10:27:30,4775.08333333333
4,17,10,Other Fossil Fuels,12,04/17/2019 10:27:30,0
4,17,10,Other Renewables,12,04/17/2019 10:27:30,198.083333333333
4,17,10,Wind,12,04/17/2019 10:27:30,64.1666666666667
4,17,11,Dual Fuel,12,04/17/2019 11:27:30,2256.25
4,17,11,Hydro,12,04/17/2019 11:27:30,3516.91666666667
4,17,11,Natural Gas,12,04/17/2019 11:27:30,1814.83333333333
4,17,11,Nuclear,12,04/17/2019 11:27:30,4776.16666666667
4,17,11,Other Fossil Fuels,12,04/17/2019 11:27:30,0
4,17,11,Other Renewables,12,04/17/2019 11:27:30,199.833333333333
4,17,11,Wind,12,04/17/2019 11:27:30,61.3333333333333
4,17,12,Dual Fuel,13,04/17/2019 12:25:50,2140.38461538462
4,17,12,Hydro,13,04/17/2019 12:25:50,3482.07692307692
4,17,12,Natural Gas,13,04/17/2019 12:25:50,1803.61538461538
4,17,12,Nuclear,13,04/17/2019 12:25:50,4781.61538461538
4,17,12,Other Fossil Fuels,13,04/17/2019 12:25:50,1.61538461538462
4,17,12,Other Renewables,13,04/17/2019 12:25:50,198.384615384615
4,17,12,Wind,13,04/17/2019 12:25:50,53.3076923076923
4,17,13,Dual Fuel,12,04/17/2019 13:27:30,2211.25
4,17,13,Hydro,12,04/17/2019 13:27:30,3152.33333333333
4,17,13,Natural Gas,12,04/17/2019 13:27:30,1800.5
4,17,13,Nuclear,12,04/17/2019 13:27:30,4785.5
4,17,13,Other Fossil Fuels,12,04/17/2019 13:27:30,2
4,17,13,Other Renewables,12,04/17/2019 13:27:30,197.5
4,17,13,Wind,12,04/17/2019 13:27:30,52.8333333333333
4,17,14,Dual Fuel,12,04/17/2019 14:27:30,2081.08333333333
4,17,14,Hydro,12,04/17/2019 14:27:30,3339.75
4,17,14,Natural Gas,12,04/17/2019 14:27:30,1799.41666666667
4,17,14,Nuclear,12,04/17/2019 14:27:30,4786.41666666667
4,17,14,Other Fossil Fuels,12,04/17/2019 14:27:30,0.5
4,17,14,Other Renewables,12,04/17/2019 14:27:30,195.166666666667
4,17,14,Wind,12,04/17/2019 14:27:30,46.9166666666667
4,17,15,Dual Fuel,11,04/17/2019 15:25:00,1938.45454545455
4,17,15,Hydro,11,04/17/2019 15:25:00,3373.81818181818
4,17,15,Natural Gas,11,04/17/2019 15:25:00,1790.63636363636
4,17,15,Nuclear,11,04/17/2019 15:25:00,4785.18181818182
4,17,15,Other Fossil Fuels,11,04/17/2019 15:25:00,0
4,17,15,Other Renewables,11,04/17/2019 15:25:00,194
4,17,15,Wind,11,04/17/2019 15:25:00,46.9090909090909
4,17,16,Dual Fuel,7,04/17/2019 16:25:00,2162.14285714286
4,17,16,Hydro,7,04/17/2019 16:25:00,3342.14285714286
4,17,16,Natural Gas,7,04/17/2019 16:25:00,1885.28571428571
4,17,16,Nuclear,7,04/17/2019 16:25:00,4785
4,17,16,Other Fossil Fuels,7,04/17/2019 16:25:00,0
4,17,16,Other Renewables,7,04/17/2019 16:25:00,188
4,17,16,Wind,7,04/17/2019 16:25:00,63
4,17,17,Dual Fuel,7,04/17/2019 17:25:00,2259.42857142857
4,17,17,Hydro,7,04/17/2019 17:25:00,3362.42857142857
4,17,17,Natural Gas,7,04/17/2019 17:25:00,1912.57142857143
4,17,17,Nuclear,7,04/17/2019 17:25:00,4784.57142857143
4,17,17,Other Fossil Fuels,7,04/17/2019 17:25:00,0
4,17,17,Other Renewables,7,04/17/2019 17:25:00,182.285714285714
4,17,17,Wind,7,04/17/2019 17:25:00,89.5714285714286
4,17,18,Dual Fuel,9,04/17/2019 18:31:06,2339.33333333333
4,17,18,Hydro,9,04/17/2019 18:31:06,3471.88888888889
4,17,18,Natural Gas,9,04/17/2019 18:31:06,1916.88888888889
4,17,18,Nuclear,9,04/17/2019 18:31:06,4786.33333333333
4,17,18,Other Fossil Fuels,9,04/17/2019 18:31:06,9
4,17,18,Other Renewables,9,04/17/2019 18:31:06,167.444444444444
4,17,18,Wind,9,04/17/2019 18:31:06,128.222222222222
4,17,19,Dual Fuel,9,04/17/2019 19:29:26,2600
4,17,19,Hydro,9,04/17/2019 19:29:26,3503.66666666667
4,17,19,Natural Gas,9,04/17/2019 19:29:26,1930.44444444444
4,17,19,Nuclear,9,04/17/2019 19:29:26,4787.22222222222
4,17,19,Other Fossil Fuels,9,04/17/2019 19:29:26,51.4444444444444
4,17,19,Other Renewables,9,04/17/2019 19:29:26,166.333333333333
4,17,19,Wind,9,04/17/2019 19:29:26,161
4,17,20,Dual Fuel,9,04/17/2019 20:23:20,2892.66666666667
4,17,20,Hydro,9,04/17/2019 20:23:20,3359.44444444444
4,17,20,Natural Gas,9,04/17/2019 20:23:20,1944.66666666667
4,17,20,Nuclear,9,04/17/2019 20:23:20,4786.11111111111
4,17,20,Other Fossil Fuels,9,04/17/2019 20:23:20,3.11111111111111
4,17,20,Other Renewables,9,04/17/2019 20:23:20,165.444444444444
4,17,20,Wind,9,04/17/2019 20:23:20,300.666666666667
4,17,21,Dual Fuel,7,04/17/2019 21:23:34,2529.14285714286
4,17,21,Hydro,7,04/17/2019 21:23:34,3253.42857142857
4,17,21,Natural Gas,7,04/17/2019 21:23:34,1936.71428571429
4,17,21,Nuclear,7,04/17/2019 21:23:34,4787.57142857143
4,17,21,Other Fossil Fuels,7,04/17/2019 21:23:34,0
4,17,21,Other Renewables,7,04/17/2019 21:23:34,169
4,17,21,Wind,7,04/17/2019 21:23:34,483.571428571429
4,17,22,Dual Fuel,8,04/17/2019 22:23:45,2015.875
4,17,22,Hydro,8,04/17/2019 22:23:45,3405
4,17,22,Natural Gas,8,04/17/2019 22:23:45,1777
4,17,22,Nuclear,8,04/17/2019 22:23:45,4786.875
4,17,22,Other Fossil Fuels,8,04/17/2019 22:23:45,0
4,17,22,Other Renewables,8,04/17/2019 22:23:45,168.75
4,17,22,Wind,8,04/17/2019 22:23:45,714.375
4,17,23,Dual Fuel,8,04/17/2019 23:29:22,1493.5
4,17,23,Hydro,8,04/17/2019 23:29:22,3004.25
4,17,23,Natural Gas,8,04/17/2019 23:29:22,1668.5
4,17,23,Nuclear,8,04/17/2019 23:29:22,4786.625
4,17,23,Other Fossil Fuels,8,04/17/2019 23:29:22,0
4,17,23,Other Renewables,8,04/17/2019 23:29:22,168.875
4,17,23,Wind,8,04/17/2019 23:29:22,986.375
4,18,0,Dual Fuel,11,04/18/2019 00:30:00,1421
4,18,0,Hydro,11,04/18/2019 00:30:00,2713.90909090909
4,18,0,Natural Gas,11,04/18/2019 00:30:00,1541.63636363636
4,18,0,Nuclear,11,04/18/2019 00:30:00,4787
4,18,0,Other Fossil Fuels,11,04/18/2019 00:30:00,0
4,18,0,Other Renewables,11,04/18/2019 00:30:00,170.090909090909
4,18,0,Wind,11,04/18/2019 00:30:00,1091.36363636364
4,18,1,Dual Fuel,12,04/18/2019 01:27:30,1493.41666666667
4,18,1,Hydro,12,04/18/2019 01:27:30,2602
4,18,1,Natural Gas,12,04/18/2019 01:27:30,1530.91666666667
4,18,1,Nuclear,12,04/18/2019 01:27:30,4787.33333333333
4,18,1,Other Fossil Fuels,12,04/18/2019 01:27:30,0
4,18,1,Other Renewables,12,04/18/2019 01:27:30,171.416666666667
4,18,1,Wind,12,04/18/2019 01:27:30,1165.75
4,18,2,Dual Fuel,12,04/18/2019 02:27:30,1475.83333333333
4,18,2,Hydro,12,04/18/2019 02:27:30,2528.08333333333
4,18,2,Natural Gas,12,04/18/2019 02:27:30,1520.58333333333
4,18,2,Nuclear,12,04/18/2019 02:27:30,4788.83333333333
4,18,2,Other Fossil Fuels,12,04/18/2019 02:27:30,0
4,18,2,Other Renewables,12,04/18/2019 02:27:30,169.916666666667
4,18,2,Wind,12,04/18/2019 02:27:30,1255.66666666667
4,18,3,Dual Fuel,12,04/18/2019 03:27:30,1369.25
4,18,3,Hydro,12,04/18/2019 03:27:30,2528.5
4,18,3,Natural Gas,12,04/18/2019 03:27:30,1517.58333333333
4,18,3,Nuclear,12,04/18/2019 03:27:30,4767.66666666667
4,18,3,Other Fossil Fuels,12,04/18/2019 03:27:30,0
4,18,3,Other Renewables,12,04/18/2019 03:27:30,170.416666666667
4,18,3,Wind,12,04/18/2019 03:27:30,1376.33333333333
4,18,4,Dual Fuel,12,04/18/2019 04:27:30,1390.91666666667
